% Model:              Topologia D.mph
% Version:            COMSOL 6.3.0.420
% Date:               Jul 24 2026, 22:42
% Table:              Table 12 - Global Evaluation 2
% H (cm)                                          W (cm)                                            N_DC                                              N_AC                                              Time (s)                                          Corrente de curto (A)                             Queda de tensao (V)
50                                                1                                                 200                                               1000                                              0                                                 3.1955231527719535E-6                             0.006852119884229918
50                                                1                                                 200                                               1000                                              0.0010416666666666667                             -2.59568768854505                                 2.841386081763451
50                                                1                                                 200                                               1000                                              0.0020833333333333333                             -4.874178948274902                                3.1958547138174653
50                                                1                                                 200                                               1000                                              0.003125                                          -6.405846381701979                                3.22499844406952
50                                                1                                                 200                                               1000                                              0.004166666666666667                              -6.966334819745214                                2.660217999854638
50                                                1                                                 200                                               1000                                              0.005208333333333333                              -6.466379199189766                                1.6874648798798524
50                                                1                                                 200                                               1000                                              0.00625                                           -4.992821063565587                                0.09908974115617791
50                                                1                                                 200                                               1000                                              0.007291666666666667                              -2.743278109629987                                -1.1944407719512555
50                                                1                                                 200                                               1000                                              0.008333333333333333                              -0.08282204821960619                              -2.178578169497137
50                                                1                                                 200                                               1000                                              0.009375                                          2.592364278557729                                 -2.885852043200533
50                                                1                                                 200                                               1000                                              0.010416666666666666                              4.867459048205466                                 -3.283428885241681
50                                                1                                                 200                                               1000                                              0.011458333333333333                              6.401144174477708                                 -3.1910874982743227
50                                                1                                                 200                                               1000                                              0.0125                                            6.96027345941794                                  -2.6138702487356458
50                                                1                                                 200                                               1000                                              0.013541666666666667                              6.4812227720783335                                -1.3104381285101807
50                                                1                                                 200                                               1000                                              0.014583333333333334                              4.996950973322857                                 -0.07744527759946393
50                                                1                                                 200                                               1000                                              0.015625                                          2.750576635905735                                 1.1327418334385422
50                                                1                                                 200                                               1000                                              0.016666666666666666                              0.08563825777628875                               2.1752117475175314
50                                                1                                                 200                                               1000                                              0.017708333333333333                              -2.5961714849581257                               2.790742020762636
50                                                1                                                 200                                               1000                                              0.01875                                           -4.879877858350493                                3.051166118702601
