% Model:              refrencia.mph
% Version:            COMSOL 6.2.0.290
% Date:               Jun 27 2026, 12:37
% Table:              Table 1 - Global Evaluation 1
% H (cm)                                          W (cm)                                            N_DC                                              N_AC                                              Time (s)                                          Corrente de curto (A)                             Queda de tensao (V)
40.000                                            1.0000                                            260.00                                            3200.0                                            0.0000                                            20.855                                            529.74
40.000                                            1.0000                                            260.00                                            3200.0                                            0.0010417                                         9.6940                                            314.96
40.000                                            1.0000                                            260.00                                            3200.0                                            0.0020833                                         -3.6784                                           33.568
40.000                                            1.0000                                            260.00                                            3200.0                                            0.0031250                                         -5.9476                                           14.864
40.000                                            1.0000                                            260.00                                            3200.0                                            0.0041667                                         -6.7571                                           7.9738
40.000                                            1.0000                                            260.00                                            3200.0                                            0.0052083                                         -6.4867                                           1.1705
40.000                                            1.0000                                            260.00                                            3200.0                                            0.0062500                                         -5.2754                                           -6.9944
40.000                                            1.0000                                            260.00                                            3200.0                                            0.0072917                                         -3.2784                                           -14.540
40.000                                            1.0000                                            260.00                                            3200.0                                            0.0083333                                         -0.80010                                          -20.323
40.000                                            1.0000                                            260.00                                            3200.0                                            0.0093750                                         1.7654                                            -23.891
40.000                                            1.0000                                            260.00                                            3200.0                                            0.010417                                          4.0360                                            -24.485
40.000                                            1.0000                                            260.00                                            3200.0                                            0.011458                                          5.7269                                            -20.470
40.000                                            1.0000                                            260.00                                            3200.0                                            0.012500                                          6.5752                                            -12.596
40.000                                            1.0000                                            260.00                                            3200.0                                            0.013542                                          6.4550                                            -1.9769
40.000                                            1.0000                                            260.00                                            3200.0                                            0.014583                                          5.3571                                            9.0715
40.000                                            1.0000                                            260.00                                            3200.0                                            0.015625                                          3.5156                                            20.566
40.000                                            1.0000                                            260.00                                            3200.0                                            0.016667                                          1.0304                                            26.172
40.000                                            1.0000                                            260.00                                            3200.0                                            0.017708                                          -1.7298                                           24.795
40.000                                            1.0000                                            260.00                                            3200.0                                            0.018750                                          -4.1350                                           21.970
40.000                                            1.0000                                            260.00                                            3200.0                                            0.019792                                          -5.8651                                           16.959
40.000                                            1.0000                                            260.00                                            3200.0                                            0.020833                                          -6.6802                                           9.9278
40.000                                            1.0000                                            260.00                                            3200.0                                            0.021875                                          -6.5768                                           -1.1178
40.000                                            1.0000                                            260.00                                            3200.0                                            0.022917                                          -5.4206                                           -10.683
40.000                                            1.0000                                            260.00                                            3200.0                                            0.023958                                          -3.4155                                           -18.021
40.000                                            1.0000                                            260.00                                            3200.0                                            0.025000                                          -0.90134                                          -22.894
40.000                                            1.0000                                            260.00                                            3200.0                                            0.026042                                          1.7086                                            -25.334
40.000                                            1.0000                                            260.00                                            3200.0                                            0.027083                                          4.0268                                            -24.720
