% Model:              refrencia.mph
% Version:            COMSOL 6.2.0.290
% Date:               Jul 7 2026, 19:57
% Table:              Table 2 - Global Evaluation 1
% H (cm)                                          W (cm)                                            N_DC                                              N_AC                                              Time (s)                                          Corrente de curto (A)                             Queda de tensao (V)                               Corrente de curto sem limitador (A)               Tensao da rede (V)
50                                                1.4                                               200                                               1780                                              0.09516666666666666                               6.4326169240887365                                -10.574027357943718                               6.84891721377156                                  -173.9624972297976
50                                                1.4                                               200                                               1780                                              0.09533333333333333                               6.573266187956423                                 -9.462860745996588                                6.945819760633455                                 -176.42382192008975
50                                                1.4                                               200                                               1780                                              0.0955                                            6.689650640758913                                 -8.271756110364302                                7.015310330143333                                 -178.18888238564065
50                                                1.4                                               200                                               1780                                              0.09566666666666666                               6.7813051016787                                   -7.005563156533107                                7.0571146747705535                                -179.25071273917206
50                                                1.4                                               200                                               1780                                              0.09583333333333333                               6.847402463892452                                 -5.6810998385147915                               7.0710678118654755                                -179.60512242138307
50                                                1.4                                               200                                               1780                                              0.096                                             6.8886352704008464                                -4.279376870990665                                7.057114674770557                                 -179.25071273917214
50                                                1.4                                               200                                               1780                                              0.09616666666666666                               6.902780257604491                                 -2.8582638424866964                               7.015310330143338                                 -178.18888238564077
50                                                1.4                                               200                                               1780                                              0.09633333333333333                               6.8900539497136855                                -1.4164515973626166                               6.945819760633473                                 -176.4238219200902
50                                                1.4                                               200                                               1780                                              0.0965                                            6.8523087189978735                                0.08614423274779737                               6.848917213771583                                 -173.9624972297982
50                                                1.4                                               200                                               1780                                              0.09666666666666666                               6.787824818387526                                 1.5961283481978936                                6.724985119639577                                 -170.81462203884524
50                                                1.4                                               200                                               1780                                              0.09683333333333333                               6.695183564980368                                 3.065042978018273                                 6.574512581593822                                 -166.99261957248308
50                                                1.4                                               200                                               1780                                              0.097                                             6.575238885627791                                 4.499494166607068                                 6.398093445997591                                 -162.5115735283388
50                                                1.4                                               200                                               1780                                              0.09716666666666667                               6.42765483033976                                  5.873264142675486                                 6.1964239585808825                                -157.3891685479544
50                                                1.4                                               200                                               1780                                              0.09733333333333333                               6.253170858514411                                 7.1849193826832325                                5.970300016676488                                 -151.64562042358278
50                                                1.4                                               200                                               1780                                              0.0975                                            6.052411322944147                                 8.42765128708955                                  5.7206140281768425                                -145.30359631569178
50                                                1.4                                               200                                               1780                                              0.09766666666666667                               5.821721346299042                                 9.483596899952763                                 5.448351389607988                                 -138.3881252960429
50                                                1.4                                               200                                               1780                                              0.09783333333333333                               5.5742982813425845                                10.66067677673053                                 5.154586597219335                                 -130.92649956937112
50                                                1.4                                               200                                               1780                                              0.09799999999999999                               5.298659434838071                                 11.637782881359893                                4.840479006438075                                 -122.9481667635271
50                                                1.4                                               200                                               1780                                              0.09816666666666667                               4.99317593242563                                  12.342054970471017                                4.507268256422835                                 -114.48461371313999
50                                                1.4                                               200                                               1780                                              0.09833333333333333                               4.669002809158276                                 13.023429157146316                                4.156269377774563                                 -105.56924219547389
50                                                1.4                                               200                                               1780                                              0.09849999999999999                               4.329099161727368                                 13.72188159901378                                 3.7888676027110777                                -96.23723710886136
50                                                1.4                                               200                                               1780                                              0.09866666666666667                               3.971082624649395                                 14.34007105210406                                 3.4065128981886046                                -86.52542761399056
50                                                1.4                                               200                                               1780                                              0.09883333333333333                               3.59631358468258                                  14.874223264902492                                3.0107142435446868                                -76.47214178603504
50                                                1.4                                               200                                               1780                                              0.09899999999999999                               3.2063856045525174                                15.32513900438441                                 2.603033675246045                                 -66.11705535124953
50                                                1.4                                               200                                               1780                                              0.09916666666666667                               2.803327096572742                                 15.703473147946813                                2.1850801222441274                                -55.50103510500083
50                                                1.4                                               200                                               1780                                              0.09933333333333333                               2.388965208449245                                 16.013738665405892                                1.758503056267911                                 -44.66597762920493
50                                                1.4                                               200                                               1780                                              0.09949999999999999                               1.9651197069675692                                16.25939661132554                                 1.3249859821122327                                -33.65464394565071
50                                                1.4                                               200                                               1780                                              0.09966666666666667                               1.533694453690113                                 16.44534836594407                                 0.8862397936135747                                -22.510490757784794
50                                                1.4                                               200                                               1780                                              0.09983333333333333                               1.0964485720602544                                16.572294783365045                                0.4439960215340713                                -11.27749894696541
50                                                1.4                                               200                                               1780                                              0.09999999999999999                               0.6551957836314221                                16.641972904236574                                0.00000000000006063443135270672                   -0.000000000001540114556358751
50                                                1.4                                               200                                               1780                                              0.10016666666666667                               0.2730009641264253                                11.922217841659876                                -4.775365063414578                                11.27749894696361
50                                                1.4                                               200                                               1780                                              0.10033333333333334                               -0.22736734338034933                              21.97422863789719                                 -9.544120854299813                                22.51049075778427
50                                                1.4                                               200                                               1780                                              0.1005                                            -0.9963433755958089                               31.304696926922254                                -14.269079807361756                               33.65464394564894
50                                                1.4                                               200                                               1780                                              0.10066666666666667                               -2.070302212122124                                39.783021983183716                                -18.93772522134599                                44.665977629203184
50                                                1.4                                               200                                               1780                                              0.10083333333333334                               -3.4576308881006437                               47.3459656817801                                  -23.531632085705777                               55.501035105000334
50                                                1.4                                               200                                               1780                                              0.101                                             -5.159371067288322                                53.94831016254354                                 -28.032670348802842                               66.11705535124786
50                                                1.4                                               200                                               1780                                              0.10116666666666667                               -7.164398233364016                                59.57439680991457                                 -32.423076468942575                               76.47214178603456
50                                                1.4                                               200                                               1780                                              0.10133333333333334                               -9.44942240642362                                 64.23828990969666                                 -36.685523518954014                               86.52542761399009
50                                                1.4                                               200                                               1780                                              0.1015                                            -11.980109908789238                               67.98129216684409                                 -40.80318956765711                                96.23723710885984
50                                                1.4                                               200                                               1780                                              0.10166666666666667                               -14.715213050810794                               70.86236112848869                                 -44.75982406834083                                105.56924219547244
50                                                1.4                                               200                                               1780                                              0.10183333333333335                               -17.79824180288175                                72.50618911805707                                 -48.539811992245745                               114.4846137131396
50                                                1.4                                               200                                               1780                                              0.10200000000000001                               -21.150552487364124                               73.0630779683284                                  -52.128235453947944                               122.94816676352579
50                                                1.4                                               200                                               1780                                              0.10216666666666667                               -24.62861944281406                                72.83814142638988                                 -55.510932585438475                               130.9264995693699
50                                                1.4                                               200                                               1780                                              0.10233333333333333                               -28.146201234099067                               72.00329924247383                                 -58.674553426547085                               138.38812529604175
50                                                1.4                                               200                                               1780                                              0.10250000000000001                               -31.63096693761824                                70.69970143853757                                 -61.60661261113509                                145.30359631569146
50                                                1.4                                               200                                               1780                                              0.10266666666666667                               -35.03728454737439                                69.00768215541738                                 -64.295538641131                                  151.64562042358182
50                                                1.4                                               200                                               1780                                              0.10283333333333333                               -38.282189801997866                               67.09788945781287                                 -66.7307195539476                                 157.38916854795355
50                                                1.4                                               200                                               1780                                              0.10300000000000001                               -41.410665918747526                               64.8415600542641                                  -68.9025448030509                                 162.5115735283386
50                                                1.4                                               200                                               1780                                              0.10316666666666667                               -44.35648725639534                                62.374676057755714                                -70.80244318639473                                166.99261957248243
50                                                1.4                                               200                                               1780                                              0.10333333333333333                               -47.086369221139144                               59.75805691870118                                 -72.42291667304153                                170.81462203884507
50                                                1.4                                               200                                               1780                                              0.10350000000000001                               -49.608718834818134                               56.95679037796272                                 -73.75756999446313                                173.96249722979806
50                                                1.4                                               200                                               1780                                              0.10366666666666667                               -51.892146589995306                               54.032487605686676                                -74.80113588374493                                176.42382192008986
50                                                1.4                                               200                                               1780                                              0.10383333333333333                               -53.9508589164275                                 50.941927998466554                                -75.54949586308202                                178.18888238564057
50                                                1.4                                               200                                               1780                                              0.10400000000000001                               -55.74947747385883                                47.76158801154222                                 -75.99969649752907                                179.25071273917212
50                                                1.4                                               200                                               1780                                              0.10416666666666667                               -57.289432847025026                               44.48390294932837                                 -76.14996105085896                                179.60512242138307
50                                                1.4                                               200                                               1780                                              0.10433333333333333                               -58.59420469198601                                41.05209567278805                                 -75.9996964975291                                 179.2507127391722
50                                                1.4                                               200                                               1780                                              0.10450000000000001                               -59.66055195374653                                37.47520913473282                                 -75.54949586308207                                178.1888823856407
50                                                1.4                                               200                                               1780                                              0.10466666666666667                               -60.40708825024088                                33.94938948987912                                 -74.80113588374503                                176.4238219200901
50                                                1.4                                               200                                               1780                                              0.10483333333333333                               -60.92924878025299                                30.256511892372796                                -73.75756999446313                                173.96249722979806
50                                                1.4                                               200                                               1780                                              0.10500000000000001                               -61.19604433701243                                26.47938032397713                                 -72.42291667304151                                170.81462203884504
50                                                1.4                                               200                                               1780                                              0.10516666666666667                               -61.19571189423117                                22.658161947660485                                -70.80244318639492                                166.99261957248288
50                                                1.4                                               200                                               1780                                              0.10533333333333333                               -60.959604050010434                               18.733993118957343                                -68.9025448030511                                 162.51157352833908
50                                                1.4                                               200                                               1780                                              0.10550000000000001                               -60.47518624553496                                14.754122131699535                                -66.73071955394782                                157.3891685479541
50                                                1.4                                               200                                               1780                                              0.10566666666666667                               -59.718396894109425                               10.795515749046496                                -64.29553864113097                                151.64562042358176
50                                                1.4                                               200                                               1780                                              0.10583333333333333                               -58.74416857882372                                6.751278710495071                                 -61.606612611135375                               145.30359631569215
50                                                1.4                                               200                                               1780                                              0.10600000000000001                               -57.528042782844146                               2.704127246791527                                 -58.674553426547405                               138.38812529604252
50                                                1.4                                               200                                               1780                                              0.10616666666666667                               -56.07552792975598                                -1.3316384478108692                               -55.51093258543882                                130.92649956937072
50                                                1.4                                               200                                               1780                                              0.10633333333333334                               -54.41496254056097                                -5.393409171425907                                -52.12823545394791                                122.94816676352572
50                                                1.4                                               200                                               1780                                              0.10650000000000001                               -52.546214022447145                               -9.44938535980367                                 -48.53981199224571                                114.48461371313951
50                                                1.4                                               200                                               1780                                              0.10666666666666667                               -50.45686542653361                                -13.436878974822326                               -44.75982406834123                                105.5692421954734
50                                                1.4                                               200                                               1780                                              0.10683333333333334                               -48.19083590036098                                -17.424291564704834                               -40.80318956765753                                96.23723710886084
50                                                1.4                                               200                                               1780                                              0.10700000000000001                               -45.74931936834407                                -21.377609924775772                               -36.68552351895397                                86.52542761399002
50                                                1.4                                               200                                               1780                                              0.10716666666666667                               -43.12394249965925                                -25.23875688101897                                -32.42307646894254                                76.47214178603448
50                                                1.4                                               200                                               1780                                              0.10733333333333334                               -40.37052153671116                                -29.09970330176551                                -28.032670348803315                               66.11705535124896
50                                                1.4                                               200                                               1780                                              0.10750000000000001                               -37.492117135802204                               -32.92680116815609                                -23.531632085705738                               55.50103510500024
50                                                1.4                                               200                                               1780                                              0.10766666666666667                               -34.47831552330434                                -36.653592269332016                               -18.93772522134648                                44.665977629204335
50                                                1.4                                               200                                               1780                                              0.10783333333333334                               -31.413892379199186                               -40.43726508014808                                -14.269079807361722                               33.65464394564886
50                                                1.4                                               200                                               1780                                              0.10800000000000001                               -28.21521429984683                                -44.03710754085456                                -9.544120854299777                                22.510490757784186
50                                                1.4                                               200                                               1780                                              0.10816666666666667                               -24.98242467422367                                -47.645334106097025                               -4.781495616520505                                11.277498946964794
50                                                1.4                                               200                                               1780                                              0.10833333333333334                               -21.75247094171775                                -51.3047564639648                                 -0.0000000000003917728561384811                   0.0000000000009240242649780460
50                                                1.4                                               200                                               1780                                              0.1085                                            -18.54533939323612                                -55.01800657301113                                4.781495616520265                                 -11.277498946964224
50                                                1.4                                               200                                               1780                                              0.10866666666666668                               -15.418889652470678                               -58.87704335239786                                9.544120854300072                                 -22.510490757784883
50                                                1.4                                               200                                               1780                                              0.10883333333333334                               -12.529571860662674                               -63.20653414843983                                14.269079807361482                                -33.654643945648296
50                                                1.4                                               200                                               1780                                              0.109                                             -9.646951273630005                                -67.41900127600702                                18.93772522134572                                 -44.665977629202544
50                                                1.4                                               200                                               1780                                              0.10916666666666668                               -6.795594414309255                                -71.5289299307491                                 23.531632085705507                                -55.5010351049997
50                                                1.4                                               200                                               1780                                              0.10933333333333334                               -4.052318773691494                                -75.6747386303408                                 28.032670348803094                                -66.11705535124844
50                                                1.4                                               200                                               1780                                              0.1095                                            -1.4765466004148209                               -79.95468241072662                                32.42307646894232                                 -76.47214178603396
50                                                1.4                                               200                                               1780                                              0.10966666666666668                               0.827900847048474                                 -84.57276433045091                                36.685523518953765                                -86.52542761398952
50                                                1.4                                               200                                               1780                                              0.10983333333333334                               2.9876375714909966                                -89.1906804938141                                 40.80318956765687                                 -96.23723710885929
50                                                1.4                                               200                                               1780                                              0.11                                              5.026160522935244                                 -93.71468359066424                                44.75982406834105                                 -105.56924219547294
50                                                1.4                                               200                                               1780                                              0.11016666666666668                               6.889008755827934                                 -98.2363944904659                                 48.539811992245944                                -114.48461371314006
50                                                1.4                                               200                                               1780                                              0.11033333333333334                               8.445216051273402                                 -103.02952147687904                               52.12823545394773                                 -122.94816676352531
50                                                1.4                                               200                                               1780                                              0.1105                                            9.872403538594815                                 -107.64173065191224                               55.51093258543829                                 -130.92649956936944
50                                                1.4                                               200                                               1780                                              0.11066666666666668                               11.225504126984791                                -111.91197199082515                               58.67455342654723                                 -138.38812529604212
50                                                1.4                                               200                                               1780                                              0.11083333333333334                               12.437803256070957                                -115.96814892173018                               61.60661261113523                                 -145.3035963156918
50                                                1.4                                               200                                               1780                                              0.111                                             13.56598783582151                                 -119.64926911366531                               64.29553864113085                                 -151.64562042358148
50                                                1.4                                               200                                               1780                                              0.11116666666666668                               14.548982522233953                                -123.07435405622779                               66.73071955394772                                 -157.38916854795386
50                                                1.4                                               200                                               1780                                              0.11133333333333334                               15.451433798582254                                -126.06826324053928                               68.90254480305076                                 -162.5115735283383
50                                                1.4                                               200                                               1780                                              0.1115                                            16.273944598226052                                -128.60935881295237                               70.80244318639483                                 -166.99261957248265
50                                                1.4                                               200                                               1780                                              0.11166666666666666                               17.05185920242263                                 -130.59659411998805                               72.42291667304144                                 -170.81462203884487
50                                                1.4                                               200                                               1780                                              0.11183333333333334                               17.786479472729823                                -132.0118149305451                                73.75756999446308                                 -173.96249722979792
50                                                1.4                                               200                                               1780                                              0.112                                             18.489629079521688                                -132.81471104824647                               74.8011358837449                                  -176.42382192008975
50                                                1.4                                               200                                               1780                                              0.11216666666666666                               19.14627036881697                                 -133.0310361300452                                75.54949586308206                                 -178.18888238564065
50                                                1.4                                               200                                               1780                                              0.11233333333333334                               19.77362576036716                                 -132.6132039815062                                75.99969649752907                                 -179.25071273917214
50                                                1.4                                               200                                               1780                                              0.1125                                            20.375498287992464                                -131.548054316418                                 76.14996105085896                                 -179.60512242138307
50                                                1.4                                               200                                               1780                                              0.11266666666666666                               20.943422616119864                                -129.8541545402952                                75.99969649752911                                 -179.25071273917223
50                                                1.4                                               200                                               1780                                              0.11283333333333334                               21.477089541783155                                -127.53363262352077                               75.5494958630821                                  -178.18888238564077
50                                                1.4                                               200                                               1780                                              0.113                                             21.98454627455327                                 -124.57169920682222                               74.801135883745                                   -176.42382192008998
