% Model:              refrencia.mph
% Version:            COMSOL 6.2.0.290
% Date:               Jul 7 2026, 19:57
% Table:              Table 2 - Global Evaluation 1
% H (cm)                                          W (cm)                                            N_DC                                              N_AC                                              Time (s)                                          Corrente de curto (A)                             Queda de tensao (V)                               Corrente de curto sem limitador (A)               Tensao da rede (V)
50                                                1.4                                               200                                               1780                                              0.049666666666666665                              1.5333926212662492                                16.437681822377424                                0.8862397936135946                                -22.5104907577853
50                                                1.4                                               200                                               1780                                              0.049833333333333334                              1.0962842599491167                                16.56812125574292                                 0.443996021534041                                 -11.27749894696464
50                                                1.4                                               200                                               1780                                              0.049999999999999996                              0.6550851925575721                                16.639163890961555                                0.00000000000003031721567635336                   -0.0000000000007700572781793753
50                                                1.4                                               200                                               1780                                              0.050166666666666665                              0.21166204748686945                               16.653714953130866                                -0.44399602153403067                              11.277498946964378
50                                                1.4                                               200                                               1780                                              0.050333333333333334                              -0.23213575234262906                              16.61424264828163                                 -0.8862397936135593                               22.510490757784407
50                                                1.4                                               200                                               1780                                              0.050499999999999996                              -0.6797761479009359                               16.388329788964676                                -1.3249859821121437                               33.654643945648445
50                                                1.4                                               200                                               1780                                              0.050666666666666665                              -1.1326702795266872                               15.89615252922546                                 -1.758503056267847                                44.66597762920331
50                                                1.4                                               200                                               1780                                              0.050833333333333335                              -1.5799392072029277                               15.370579242045482                                -2.1850801222440883                               55.50103510499984
50                                                1.4                                               200                                               1780                                              0.051                                             -2.018235844377327                                14.853864904063885                                -2.6030336752459835                               66.11705535124798
50                                                1.4                                               200                                               1780                                              0.051166666666666666                              -2.4456736540653514                               14.352030972774172                                -3.01071424354465                                 76.4721417860341
50                                                1.4                                               200                                               1780                                              0.051333333333333335                              -2.8608057048168876                               13.860962711640711                                -3.406512898188569                                86.52542761398965
50                                                1.4                                               200                                               1780                                              0.0515                                            -3.2623176998567787                               13.374367532497233                                -3.7888676027110004                               96.2372371088594
50                                                1.4                                               200                                               1780                                              0.051666666666666666                              -3.648945772814938                                12.88601956597361                                 -4.15626937777453                                 105.56924219547305
50                                                1.4                                               200                                               1780                                              0.05183333333333333                               -4.019439486336688                                12.39085076018733                                 -4.507268256422803                                114.4846137131392
50                                                1.4                                               200                                               1780                                              0.052                                             -4.372555824807432                                11.885248813416633                                -4.8404790064380085                               122.94816676352542
50                                                1.4                                               200                                               1780                                              0.05216666666666667                               -4.7070896000270155                               11.366423728683783                                -5.154586597219291                                130.92649956936998
50                                                1.4                                               200                                               1780                                              0.05233333333333333                               -5.02187912127524                                 10.832395615651157                                -5.4483513896079625                               138.38812529604223
50                                                1.4                                               200                                               1780                                              0.0525                                            -5.315807155924409                                10.282094555211607                                -5.720614028176834                                145.30359631569155
50                                                1.4                                               200                                               1780                                              0.05266666666666667                               -5.587831169167741                                9.714708726720945                                 -5.970300016676438                                151.64562042358153
50                                                1.4                                               200                                               1780                                              0.05283333333333333                               -5.836976856319465                                9.129956397439233                                 -6.1964239585808505                               157.3891685479536
50                                                1.4                                               200                                               1780                                              0.053                                             -6.062356111271541                                8.527728302041275                                 -6.398093445997574                                162.51157352833837
50                                                1.4                                               200                                               1780                                              0.05316666666666667                               -6.263161025428007                                7.908329526611353                                 -6.574512581593808                                166.9926195724827
50                                                1.4                                               200                                               1780                                              0.05333333333333333                               -6.438682753751281                                7.272080093562385                                 -6.724985119639563                                170.8146220388449
50                                                1.4                                               200                                               1780                                              0.0535                                            -6.588302406318409                                6.619616109310377                                 -6.848917213771573                                173.96249722979795
50                                                1.4                                               200                                               1780                                              0.05366666666666667                               -6.711500317812454                                5.951713847653589                                 -6.9458197606334595                               176.4238219200899
50                                                1.4                                               200                                               1780                                              0.05383333333333333                               -6.807856271522844                                5.269333088960415                                 -7.015310330143334                                178.18888238564065
50                                                1.4                                               200                                               1780                                              0.054                                             -6.877057618884475                                4.573449219506514                                 -7.057114674770557                                179.25071273917214
50                                                1.4                                               200                                               1780                                              0.05416666666666666                               -6.91889723513825                                 3.8651326488715516                                -7.0710678118654755                               179.60512242138307
50                                                1.4                                               200                                               1780                                              0.05433333333333333                               -6.933274134414191                                3.1455497250517235                                -7.05711467477056                                 179.2507127391722
50                                                1.4                                               200                                               1780                                              0.0545                                            -6.920193988443299                                2.4159550791810056                                -7.015310330143338                                178.18888238564077
50                                                1.4                                               200                                               1780                                              0.05466666666666666                               -6.879768928548208                                1.677691134965585                                 -6.9458197606334675                               176.42382192009006
50                                                1.4                                               200                                               1780                                              0.05483333333333333                               -6.812218722779279                                0.9321416712044809                                -6.848917213771582                                173.96249722979817
50                                                1.4                                               200                                               1780                                              0.055                                             -6.717869755003037                                0.18073026176804913                               -6.724985119639575                                170.81462203884522
50                                                1.4                                               200                                               1780                                              0.05516666666666666                               -6.597155741123139                                -0.5751362520446732                               -6.574512581593821                                166.99261957248305
50                                                1.4                                               200                                               1780                                              0.05533333333333333                               -6.450615348029152                                -1.3340563116016853                               -6.3980934459975884                               162.51157352833874
50                                                1.4                                               200                                               1780                                              0.0555                                            -6.278887616028626                                -2.0945768991730684                               -6.196423958580868                                157.38916854795406
50                                                1.4                                               200                                               1780                                              0.05566666666666666                               -6.082708199585361                                -2.8551678458861307                               -5.970300016676458                                151.64562042358205
50                                                1.4                                               200                                               1780                                              0.05583333333333333                               -5.862912989393512                                -3.6143936149031015                               -5.720614028176853                                145.3035963156921
50                                                1.4                                               200                                               1780                                              0.056                                             -5.6204324321995935                               -4.370858481826857                                -5.448351389607986                                138.38812529604283
50                                                1.4                                               200                                               1780                                              0.05616666666666666                               -5.356286293105449                                -5.123172275507802                                -5.154586597219316                                130.9264995693706
50                                                1.4                                               200                                               1780                                              0.05633333333333333                               -5.071583793486753                                -5.870061591037385                                -4.840479006438036                                122.9481667635261
50                                                1.4                                               200                                               1780                                              0.056499999999999995                              -4.767512674971189                                -6.610208231127802                                -4.507268256422851                                114.4846137131404
50                                                1.4                                               200                                               1780                                              0.056666666666666664                              -4.445345614518999                                -7.342536413308753                                -4.15626937777456                                 105.5692421954738
50                                                1.4                                               200                                               1780                                              0.05683333333333333                               -4.106425155579233                                -8.06596184285231                                 -3.788867602711032                                96.2372371088602
50                                                1.4                                               200                                               1780                                              0.056999999999999995                              -3.7521637529315455                               -8.779531710470787                                -3.4065128981886015                               86.52542761399046
50                                                1.4                                               200                                               1780                                              0.057166666666666664                              -3.384042859398925                                -9.482546842697747                                -3.0107142435446828                               76.47214178603494
50                                                1.4                                               200                                               1780                                              0.05733333333333333                               -3.0036033808501945                               -10.174470522346095                               -2.603033675246018                                66.11705535124885
50                                                1.4                                               200                                               1780                                              0.057499999999999996                              -2.612449454460699                                -10.855181038301021                               -2.185080122244123                                55.50103510500072
50                                                1.4                                               200                                               1780                                              0.057666666666666665                              -2.212252993204431                                -11.525248398188337                               -1.7585030562678823                               44.66597762920421
50                                                1.4                                               200                                               1780                                              0.057833333333333334                              -1.8047629298009167                               -12.18633447129393                                -1.3249859821121794                               33.654643945649354
50                                                1.4                                               200                                               1780                                              0.057999999999999996                              -1.3918150179508266                               -12.841610698165669                               -0.8862397936135954                               22.510490757785323
50                                                1.4                                               200                                               1780                                              0.058166666666666665                              -0.9754605592194762                               -13.499199257209392                               -0.44399602153406703                              11.2774989469653
50                                                1.4                                               200                                               1780                                              0.058333333333333334                              -0.5583856990015299                               -14.182996754638706                               -0.000000000000006061692393648454                 0.0000000000001539669867986707
50                                                1.4                                               200                                               1780                                              0.058499999999999996                              -0.14610782133075906                              -14.988637608764996                               0.44399602153400464                               -11.277498946963718
50                                                1.4                                               200                                               1780                                              0.058666666666666666                              0.2703151187579139                                -15.644486741333367                               0.8862397936135582                                -22.51049075778438
50                                                1.4                                               200                                               1780                                              0.058833333333333335                              0.689802108383089                                 -16.133670392717963                               1.324985982112143                                 -33.654643945648424
50                                                1.4                                               200                                               1780                                              0.059                                             1.1087545493812376                                -16.50361207491986                                1.758503056267846                                 -44.66597762920329
50                                                1.4                                               200                                               1780                                              0.059166666666666666                              1.5244244494386252                                -16.780654089258746                               2.185080122244088                                 -55.50103510499982
50                                                1.4                                               200                                               1780                                              0.05933333333333333                               1.93457746401348                                  -16.97878776530557                                2.6030336752459826                                -66.11705535124796
50                                                1.4                                               200                                               1780                                              0.0595                                            2.337285421025038                                 -17.105092091998117                               3.010714243544649                                 -76.47214178603409
50                                                1.4                                               200                                               1780                                              0.059666666666666666                              2.730822852553254                                 -17.162527159136417                               3.406512898188546                                 -86.52542761398907
50                                                1.4                                               200                                               1780                                              0.05983333333333333                               3.113608709955445                                 -17.151575875991114                               3.7888676027110004                                -96.2372371088594
50                                                1.4                                               200                                               1780                                              0.06                                              3.4841697814543866                                -17.071329746531124                               4.156269377774509                                 -105.56924219547254
50                                                1.4                                               200                                               1780                                              0.06016666666666667                               3.841124493647908                                 -16.920051574482798                               4.5072682564228215                                -114.48461371313967
50                                                1.4                                               200                                               1780                                              0.06033333333333333                               4.183178497225254                                 -16.69543293400351                                4.840479006437991                                 -122.94816676352495
50                                                1.4                                               200                                               1780                                              0.0605                                            4.509116121778517                                 -16.394950076195666                               5.154586597219291                                 -130.92649956936998
50                                                1.4                                               200                                               1780                                              0.06066666666666667                               4.817802902845659                                 -16.015931563762454                               5.448351389607961                                 -138.3881252960422
50                                                1.4                                               200                                               1780                                              0.06083333333333333                               5.108182500441826                                 -15.555760804469163                               5.720614028176832                                 -145.30359631569155
50                                                1.4                                               200                                               1780                                              0.061                                             5.379273063505897                                 -15.012084610531778                               5.97030001667644                                  -151.64562042358153
50                                                1.4                                               200                                               1780                                              0.06116666666666667                               5.6301707387335895                                -14.382831784120413                               6.19642395858085                                  -157.38916854795357
50                                                1.4                                               200                                               1780                                              0.06133333333333333                               5.86004637307232                                  -13.666395652301413                               6.398093445997573                                 -162.51157352833835
50                                                1.4                                               200                                               1780                                              0.0615                                            6.068142804112343                                 -12.861792348028965                               6.574512581593799                                 -166.99261957248248
50                                                1.4                                               200                                               1780                                              0.06166666666666666                               6.253770914708941                                 -11.968840805237836                               6.724985119639563                                 -170.8146220388449
50                                                1.4                                               200                                               1780                                              0.06183333333333333                               6.4163069363042124                                -10.98830104767083                                6.848917213771568                                 -173.9624972297978
50                                                1.4                                               200                                               1780                                              0.062                                             6.555183510497368                                 -9.922160753456755                                6.9458197606334595                                -176.4238219200899
50                                                1.4                                               200                                               1780                                              0.06216666666666666                               6.669884626880202                                 -8.77381286288348                                 7.01531033014333                                  -178.18888238564057
50                                                1.4                                               200                                               1780                                              0.06233333333333333                               6.75993648326353                                  -7.54832606427848                                 7.057114674770557                                 -179.25071273917214
50                                                1.4                                               200                                               1780                                              0.0625                                            6.824902294916209                                 -6.252604130511381                                7.0710678118654755                                -179.60512242138307
50                                                1.4                                               200                                               1780                                              0.06266666666666666                               6.864369939795393                                 -4.895716268369249                                7.05711467477056                                  -179.2507127391722
50                                                1.4                                               200                                               1780                                              0.06283333333333332                               6.8779537397134805                                -3.488857396918429                                7.015310330143341                                 -178.18888238564085
50                                                1.4                                               200                                               1780                                              0.063                                             6.865296135178695                                 -2.04530008655123                                 6.9458197606334675                                -176.42382192009006
50                                                1.4                                               200                                               1780                                              0.06316666666666666                               6.826081098889377                                 -0.5800373180080632                               6.848917213771583                                 -173.9624972297982
50                                                1.4                                               200                                               1780                                              0.06333333333333332                               6.760049813826125                                 0.8906432323381468                                6.724985119639584                                 -170.8146220388454
50                                                1.4                                               200                                               1780                                              0.0635                                            6.667034547625862                                 2.350057937214071                                 6.5745125815938135                                -166.99261957248282
50                                                1.4                                               200                                               1780                                              0.06366666666666666                               6.546986276332956                                 3.781877890518045                                 6.3980934459976                                   -162.51157352833903
50                                                1.4                                               200                                               1780                                              0.06383333333333333                               6.399997865340661                                 5.170777231698413                                 6.196423958580882                                 -157.38916854795437
50                                                1.4                                               200                                               1780                                              0.064                                             6.226327757809584                                 6.5031046247814                                   5.970300016676458                                 -151.64562042358205
50                                                1.4                                               200                                               1780                                              0.06416666666666666                               6.026411390235802                                 7.767252996297298                                 5.720614028176853                                 -145.3035963156921
50                                                1.4                                               200                                               1780                                              0.06433333333333333                               5.800868965305706                                 8.95394642272166                                  5.4483513896080025                                -138.38812529604326
50                                                1.4                                               200                                               1780                                              0.0645                                            5.550502155330557                                 10.056255176025502                                5.154586597219317                                 -130.92649956937063
50                                                1.4                                               200                                               1780                                              0.06466666666666666                               5.276288138467233                                 11.069551953541623                                4.840479006438036                                 -122.9481667635261
50                                                1.4                                               200                                               1780                                              0.06483333333333333                               4.979366759191753                                 11.991301970330117                                4.507268256422851                                 -114.4846137131404
50                                                1.4                                               200                                               1780                                              0.065                                             4.661031013294724                                 12.820945542212696                                4.15626937777454                                  -105.56924219547331
50                                                1.4                                               200                                               1780                                              0.06516666666666666                               4.322701433301542                                 13.559379296998376                                3.7888676027110537                                -96.23723710886075
50                                                1.4                                               200                                               1780                                              0.06533333333333333                               3.965914091757647                                 14.20879031665373                                 3.406512898188602                                 -86.52542761399049
50                                                1.4                                               200                                               1780                                              0.0655                                            3.592298333396866                                 14.772235882245432                                3.010714243544684                                 -76.47214178603497
50                                                1.4                                               200                                               1780                                              0.06566666666666666                               3.2035647427761504                                15.253489115265348                                2.603033675246019                                 -66.11705535124887
50                                                1.4                                               200                                               1780                                              0.06583333333333333                               2.801479626749832                                 15.656547414444375                                2.185080122244148                                 -55.50103510500135
50                                                1.4                                               200                                               1780                                              0.066                                             2.3878568551016124                                15.985586490376708                                1.7585030562678832                                -44.66597762920423
50                                                1.4                                               200                                               1780                                              0.06616666666666667                               1.9645413546703787                                16.244706462978243                                1.3249859821121803                                -33.654643945649376
50                                                1.4                                               200                                               1780                                              0.06633333333333333                               1.5333926212662599                                16.437681822377655                                0.8862397936135962                                -22.51049075778534
50                                                1.4                                               200                                               1780                                              0.0665                                            1.0962842599491145                                16.568121255742817                                0.44399602153404283                               -11.277498946964686
50                                                1.4                                               200                                               1780                                              0.06666666666666667                               0.6550851925575704                                16.63916389096147                                 0.00000000000003204912778882435                   -0.0000000000008140478458361384
50                                                1.4                                               200                                               1780                                              0.06683333333333333                               0.21166204748689058                               16.653714953130716                                -0.44399602153400386                              11.277498946963696
50                                                1.4                                               200                                               1780                                              0.067                                             -0.23213575234262712                              16.614242648281632                                -0.8862397936135575                               22.51049075778436
50                                                1.4                                               200                                               1780                                              0.06716666666666667                               -0.6797761479009342                               16.388329788964672                                -1.324985982112142                                33.6546439456484
50                                                1.4                                               200                                               1780                                              0.06733333333333333                               -1.1326702795266645                               15.896152529225374                                -1.758503056267821                                44.66597762920265
50                                                1.4                                               200                                               1780                                              0.0675                                            -1.579939207202924                                15.37057924204554                                 -2.185080122244087                                55.5010351049998
