% Model:              Simulacao_20260527 - OTIMIZACAO.mph
% Version:            COMSOL 6.2.0.290
% Date:               May 28 2026, 17:10
% Table:              Table 5 - Global Evaluation 1
% H (cm)                                          W (cm)                                            N_DC                                              N_AC                                              Time (s)                                          Campo B (T)                                       Permeabilidade Relativa (1)
20                                                2                                                 350                                               500                                               0.03                                              2.300109708007089                                 6.829285433283857
20                                                2                                                 350                                               500                                               0.03333333333333333                               2.318698874418046                                 6.524376664691244
20                                                2                                                 350                                               500                                               0.03666666666666667                               2.3375119968184586                                6.246637808147089
20                                                2                                                 350                                               500                                               0.039999999999999994                              2.3305857642836068                                6.345580662581153
20                                                2                                                 350                                               500                                               0.04333333333333333                               2.307472575752356                                 6.704576623560606
20                                                2                                                 350                                               500                                               0.04666666666666666                               2.3001097080070876                                6.829285433283878
20                                                2                                                 350                                               500                                               0.049999999999999996                              2.3186988744180477                                6.524376664691218
20                                                2                                                 350                                               500                                               0.051666666666666666                              2.4150212470766856                                5.346368300551032
20                                                2                                                 350                                               500                                               0.05333333333333334                               2.4984321020253204                                4.6688902704270605
20                                                2                                                 350                                               500                                               0.055                                             2.512807452597838                                 4.572908994692006
20                                                2                                                 350                                               500                                               0.05666666666666667                               2.454674560920367                                 4.995615537444571
20                                                2                                                 350                                               500                                               0.058333333333333334                              2.3455533541992866                                6.13626321505549
20                                                2                                                 350                                               500                                               0.06                                              2.2263628924838357                                8.459503275649096
20                                                2                                                 350                                               500                                               0.06166666666666667                               2.1396466577951                                   11.99342201914259
20                                                2                                                 350                                               500                                               0.06333333333333334                               2.1187232615913496                                13.398192016046174
20                                                2                                                 350                                               500                                               0.065                                             2.174676510995774                                 10.24186671395824
20                                                2                                                 350                                               500                                               0.06666666666666667                               2.2903349491967036                                7.003171049183355
20                                                2                                                 350                                               500                                               0.06833333333333333                               2.4123364844853152                                5.372355487607293
20                                                2                                                 350                                               500                                               0.07                                              2.4932381238808112                                4.704850037533078
20                                                2                                                 350                                               500                                               0.07166666666666667                               2.5063648115479773                                4.615296830779716
20                                                2                                                 350                                               500                                               0.07333333333333333                               2.447793946551761                                 5.052360906396448
20                                                2                                                 350                                               500                                               0.075                                             2.340165898128204                                 6.209689961941714
20                                                2                                                 350                                               500                                               0.07666666666666666                               2.2252194692813956                                8.491990909575517
20                                                2                                                 350                                               500                                               0.07833333333333334                               2.141699064956136                                 11.872625911748703
20                                                2                                                 350                                               500                                               0.08                                              2.1254570630189433                                12.90835580715705
20                                                2                                                 350                                               500                                               0.08166666666666667                               2.184977343216597                                 9.828535076328702
20                                                2                                                 350                                               500                                               0.08333333333333334                               2.293963028727374                                 6.937433957772784
20                                                2                                                 350                                               500                                               0.08499999999999999                               2.412817548319231                                 5.367676197169767
20                                                2                                                 350                                               1000                                              0                                                 0.33116301505579393                               1199.99926915052
20                                                2                                                 350                                               1000                                              0.003333333333333333                              2.3541227785459387                                6.023639770447985
20                                                2                                                 350                                               1000                                              0.006666666666666666                              2.342438173862728                                 6.178466184031669
20                                                2                                                 350                                               1000                                              0.009999999999999998                              2.298263300987696                                 6.861358558961822
20                                                2                                                 350                                               1000                                              0.013333333333333332                              2.283058415769742                                 7.139502703800902
20                                                2                                                 350                                               1000                                              0.016666666666666666                              2.3174002747308515                                6.5446368343222225
20                                                2                                                 350                                               1000                                              0.019999999999999997                              2.353651497762222                                 6.029705068358622
20                                                2                                                 350                                               1000                                              0.02333333333333333                               2.341859369919386                                 6.1863840600153255
20                                                2                                                 350                                               1000                                              0.026666666666666665                              2.298239401002313                                 6.861775980392495
20                                                2                                                 350                                               1000                                              0.03                                              2.283057361890875                                 7.139522897668597
20                                                2                                                 350                                               1000                                              0.03333333333333333                               2.3174002156958573                                6.544637758737693
20                                                2                                                 350                                               1000                                              0.03666666666666667                               2.3536514941960305                                6.029705114310269
20                                                2                                                 350                                               1000                                              0.039999999999999994                              2.3418593513924213                                6.186384313846549
20                                                2                                                 350                                               1000                                              0.04333333333333333                               2.29823939733724                                  6.861776044408805
20                                                2                                                 350                                               1000                                              0.04666666666666666                               2.2830573617384586                                7.139522900589127
20                                                2                                                 350                                               1000                                              0.049999999999999996                              2.317400215689716                                 6.544637758833859
20                                                2                                                 350                                               1000                                              0.051666666666666666                              2.4099046285996                                   5.396164348335477
20                                                2                                                 350                                               1000                                              0.05333333333333334                               2.5555150505779793                                4.315244785566061
20                                                2                                                 350                                               1000                                              0.055                                             2.617408740778184                                 4.001542377208968
20                                                2                                                 350                                               1000                                              0.05666666666666667                               2.5703202415828437                                4.23438497450949
20                                                2                                                 350                                               1000                                              0.058333333333333334                              2.430006062957896                                 5.206814181141975
20                                                2                                                 350                                               1000                                              0.06                                              2.2582304698801225                                7.655213569546084
20                                                2                                                 350                                               1000                                              0.06166666666666667                               2.101109941180033                                 14.893616982600077
20                                                2                                                 350                                               1000                                              0.06333333333333334                               1.9757642872932986                                29.022240182849366
20                                                2                                                 350                                               1000                                              0.065                                             1.9863434062171408                                27.611607368890905
20                                                2                                                 350                                               1000                                              0.06666666666666667                               2.134057918761382                                 12.336425112406896
20                                                2                                                 350                                               1000                                              0.06833333333333333                               2.3425892345462236                                6.176403692738519
20                                                2                                                 350                                               1000                                              0.07                                              2.5305838029741383                                4.460946931658461
20                                                2                                                 350                                               1000                                              0.07166666666666667                               2.6064369154262694                                4.052748967042271
20                                                2                                                 350                                               1000                                              0.07333333333333333                               2.5797930974389627                                4.184685636394573
20                                                2                                                 350                                               1000                                              0.075                                             2.4436100840822133                                5.087660666090911
20                                                2                                                 350                                               1000                                              0.07666666666666666                               2.266225581332363                                 7.479933051394329
20                                                2                                                 350                                               1000                                              0.07833333333333334                               2.1049743257073303                                14.535347047110685
20                                                2                                                 350                                               1000                                              0.08                                              2.001758813048283                                 25.65291114796767
20                                                2                                                 350                                               1000                                              0.08166666666666667                               2.015311722597783                                 23.27657534072322
20                                                2                                                 350                                               1000                                              0.08333333333333334                               2.1602852218098176                                10.888948270425326
20                                                2                                                 350                                               1000                                              0.08499999999999999                               2.3585187008625326                                5.9677617956063145
20                                                2                                                 350                                               1500                                              0                                                 0.4611508776619031                                1199.9992691505195
20                                                2                                                 350                                               1500                                              0.003333333333333333                              2.36703283851563                                  5.8629966557521564
20                                                2                                                 350                                               1500                                              0.006666666666666666                              2.3551526656211133                                6.010436089539929
20                                                2                                                 350                                               1500                                              0.009999999999999998                              2.292856705839989                                 6.957326271769137
20                                                2                                                 350                                               1500                                              0.013333333333333332                              2.268482405000299                                 7.432114689632371
20                                                2                                                 350                                               1500                                              0.016666666666666666                              2.3141588180998354                                6.595862992874514
20                                                2                                                 350                                               1500                                              0.019999999999999997                              2.366241939927147                                 5.8725420035811515
20                                                2                                                 350                                               1500                                              0.02333333333333333                               2.352810238491425                                 6.040568406336573
20                                                2                                                 350                                               1500                                              0.026666666666666665                              2.292424162384129                                 6.965139950969468
20                                                2                                                 350                                               1500                                              0.03                                              2.266832096799652                                 7.467012249468422
20                                                2                                                 350                                               1500                                              0.03333333333333333                               2.3140027157010046                                6.598353847549551
20                                                2                                                 350                                               1500                                              0.03666666666666667                               2.3662274388304074                                5.87271736702215
20                                                2                                                 350                                               1500                                              0.039999999999999994                              2.352808906419241                                 6.040585644844243
20                                                2                                                 350                                               1500                                              0.04333333333333333                               2.2924240390309603                                6.965142182206536
20                                                2                                                 350                                               1500                                              0.04666666666666666                               2.268441653212219                                 7.432971893336266
20                                                2                                                 350                                               1500                                              0.049999999999999996                              2.314154951498466                                 6.595924663695186
20                                                2                                                 350                                               1500                                              0.051666666666666666                              2.386325993501761                                 5.641202968525188
20                                                2                                                 350                                               1500                                              0.05333333333333334                               2.52509549836199                                  4.4947582168044615
20                                                2                                                 350                                               1500                                              0.055                                             2.622291215105781                                 3.9793036151829133
20                                                2                                                 350                                               1500                                              0.05666666666666667                               2.6193393355028296                                3.9927093101937023
20                                                2                                                 350                                               1500                                              0.058333333333333334                              2.511883197005785                                 4.578928745159807
20                                                2                                                 350                                               1500                                              0.06                                              2.3550614944106547                                6.011602150432465
20                                                2                                                 350                                               1500                                              0.06166666666666667                               2.183408218260461                                 9.889085978890254
20                                                2                                                 350                                               1500                                              0.06333333333333334                               2.0423588387475062                                19.70600307306305
20                                                2                                                 350                                               1500                                              0.065                                             1.9780890878897959                                28.698699273794738
20                                                2                                                 350                                               1500                                              0.06666666666666667                               2.0497966268494268                                18.92126763543259
20                                                2                                                 350                                               1500                                              0.06833333333333333                               2.2128425482756753                                8.862661778069839
20                                                2                                                 350                                               1500                                              0.07                                              2.4178064335873457                                5.319733517748125
20                                                2                                                 350                                               1500                                              0.07166666666666667                               2.585550877279045                                 4.155216851224043
20                                                2                                                 350                                               1500                                              0.07333333333333333                               2.6448674558153846                                3.8806158898994245
20                                                2                                                 350                                               1500                                              0.075                                             2.574064874484281                                 4.214554498062289
20                                                2                                                 350                                               1500                                              0.07666666666666666                               2.408628013426206                                 5.408767015491133
20                                                2                                                 350                                               1500                                              0.07833333333333334                               2.2196394603139056                                8.654682755603048
20                                                2                                                 350                                               1500                                              0.08                                              2.0716960487167255                                16.960774770839908
20                                                2                                                 350                                               1500                                              0.08166666666666667                               2.0039635224126457                                25.23150285895628
20                                                2                                                 350                                               1500                                              0.08333333333333334                               2.064991552651575                                 17.512193574249675
20                                                2                                                 350                                               1500                                              0.08499999999999999                               2.221613297012058                                 8.596331510284069
20                                                2                                                 350                                               200                                               0                                                 0.1517212016044217                                1199.9992691505192
20                                                2                                                 350                                               200                                               0.003333333333333333                              2.326561983325749                                 6.404794030298622
20                                                2                                                 350                                               200                                               0.006666666666666666                              2.3236447645922556                                6.4485503214820605
20                                                2                                                 350                                               200                                               0.009999999999999998                              2.3141480472239273                                6.596034787627868
20                                                2                                                 350                                               200                                               0.013333333333333332                              2.3111997404040157                                6.643460071019333
20                                                2                                                 350                                               200                                               0.016666666666666666                              2.3188741349383024                                6.521653662838668
20                                                2                                                 350                                               200                                               0.019999999999999997                              2.326558732976515                                 6.404842392226407
20                                                2                                                 350                                               200                                               0.02333333333333333                               2.3236403074193768                                6.448617718111758
20                                                2                                                 350                                               200                                               0.026666666666666665                              2.3141480408736537                                6.596034888917421
20                                                2                                                 350                                               200                                               0.03                                              2.3111997403981657                                6.643460071114231
20                                                2                                                 350                                               200                                               0.03333333333333333                               2.318874134938293                                 6.521653662838811
20                                                2                                                 350                                               200                                               0.03666666666666667                               2.3265587329765207                                6.404842392226321
20                                                2                                                 350                                               200                                               0.039999999999999994                              2.323640307419377                                 6.448617718111751
20                                                2                                                 350                                               200                                               0.04333333333333333                               2.3141480408736532                                6.596034888917428
20                                                2                                                 350                                               200                                               0.04666666666666666                               2.3111997403981643                                6.6434600711142515
20                                                2                                                 350                                               200                                               0.049999999999999996                              2.3188741349382935                                6.521653662838804
20                                                2                                                 350                                               200                                               0.051666666666666666                              2.367316335934943                                 5.859584227019184
20                                                2                                                 350                                               200                                               0.05333333333333334                               2.3986027438690654                                5.510305472558321
20                                                2                                                 350                                               200                                               0.055                                             2.399404013785224                                 5.502018355927208
20                                                2                                                 350                                               200                                               0.05666666666666667                               2.369640779589941                                 5.831784719094927
20                                                2                                                 350                                               200                                               0.058333333333333334                              2.3204439006846553                                6.497383569508035
20                                                2                                                 350                                               200                                               0.06                                              2.2703957958790912                                7.392122629142886
20                                                2                                                 350                                               200                                               0.06166666666666667                               2.238640749953053                                 8.127626888578114
20                                                2                                                 350                                               200                                               0.06333333333333334                               2.2375971497349467                                8.154682926463309
20                                                2                                                 350                                               200                                               0.065                                             2.2677355031923514                                7.447861957763517
20                                                2                                                 350                                               200                                               0.06666666666666667                               2.316984491664851                                 6.551155139106229
20                                                2                                                 350                                               200                                               0.06833333333333333                               2.367139406413991                                 5.861713347117924
20                                                2                                                 350                                               200                                               0.07                                              2.39845750002716                                  5.51181092129489
20                                                2                                                 350                                               200                                               0.07166666666666667                               2.399399668507653                                 5.502063214739389
20                                                2                                                 350                                               200                                               0.07333333333333333                               2.369640649076245                                 5.831786271062973
20                                                2                                                 350                                               200                                               0.075                                             2.3204438966161183                                6.4973836321350555
20                                                2                                                 350                                               200                                               0.07666666666666666                               2.270395795751974                                 7.392122631783262
20                                                2                                                 350                                               200                                               0.07833333333333334                               2.2386407499489334                                8.127626888684516
20                                                2                                                 350                                               200                                               0.08                                              2.2375971497348095                                8.154682926466881
20                                                2                                                 350                                               200                                               0.08166666666666667                               2.267735503192346                                 7.447861957763632
20                                                2                                                 350                                               200                                               0.08333333333333334                               2.3172716480807716                                6.546651701191589
20                                                2                                                 350                                               200                                               0.08499999999999999                               2.367141469573068                                 5.861688508891075
20                                                2.5                                               200                                               500                                               0                                                 0.08070463638841452                               1199.9992691505206
20                                                2.5                                               200                                               500                                               0.003333333333333333                              2.0477466418455994                                19.13068756421047
20                                                2.5                                               200                                               500                                               0.006666666666666666                              2.036554965006438                                 20.369505183719077
