% Model:              Simulacao_20260527 - OTIMIZACAO.mph
% Version:            COMSOL 6.2.0.290
% Date:               May 28 2026, 17:10
% Table:              Table 5 - Global Evaluation 1
% H (cm)                                          W (cm)                                            N_DC                                              N_AC                                              Time (s)                                          Campo B (T)                                       Permeabilidade Relativa (1)
25                                                2.5                                               300                                               500                                               0.051666666666666666                              2.2256199674124835                                8.480579555225999
25                                                2.5                                               300                                               500                                               0.05333333333333334                               2.2945155979722                                   6.927548126394928
25                                                2.5                                               300                                               500                                               0.055                                             2.3060379593436937                                6.728455183222045
25                                                2.5                                               300                                               500                                               0.05666666666666667                               2.2608375603325737                                7.59702404702377
25                                                2.5                                               300                                               500                                               0.058333333333333334                              2.1750590811573036                                10.225822340562184
25                                                2.5                                               300                                               500                                               0.06                                              2.072175905115879                                 16.922769025004587
25                                                2.5                                               300                                               500                                               0.06166666666666667                               1.9500640831335823                                33.222178631582054
25                                                2.5                                               300                                               500                                               0.06333333333333334                               1.8923855486183752                                48.14576877975043
25                                                2.5                                               300                                               500                                               0.065                                             1.9796883998955757                                28.480710130290195
25                                                2.5                                               300                                               500                                               0.06666666666666667                               2.1134438534483584                                13.811434829669416
25                                                2.5                                               300                                               500                                               0.06833333333333333                               2.2209653203793596                                8.615388866238533
25                                                2.5                                               300                                               500                                               0.07                                              2.291678645264477                                 6.97865557311944
25                                                2.5                                               300                                               500                                               0.07166666666666667                               2.3055014691174427                                6.737436264022336
25                                                2.5                                               300                                               500                                               0.07333333333333333                               2.265815309042978                                 7.488702541372288
25                                                2.5                                               300                                               500                                               0.075                                             2.1809371052379856                                9.9861523724083
25                                                2.5                                               300                                               500                                               0.07666666666666666                               2.07469464577674                                  16.726320844901
25                                                2.5                                               300                                               500                                               0.07833333333333334                               1.9507433385502209                                33.09397731235595
25                                                2.5                                               300                                               500                                               0.08                                              1.8927759520751175                                48.08543882841686
25                                                2.5                                               300                                               500                                               0.08166666666666667                               1.9797990824429816                                28.465759272827412
25                                                2.5                                               300                                               500                                               0.08333333333333334                               2.113458515840754                                 13.810248895110002
25                                                2.5                                               300                                               500                                               0.08499999999999999                               2.2209688227404625                                8.61528560276013
25                                                2.5                                               300                                               1000                                              0                                                 0.1461848463363234                                1199.9992691505201
25                                                2.5                                               300                                               1000                                              0.003333333333333333                              2.1829648232234113                                9.90634749292442
25                                                2.5                                               300                                               1000                                              0.006666666666666666                              2.1729487196003374                                10.315030611348137
25                                                2.5                                               300                                               1000                                              0.009999999999999998                              2.1345716183868806                                12.304003983617008
25                                                2.5                                               300                                               1000                                              0.013333333333333332                              2.1205535353893996                                13.261098064032343
25                                                2.5                                               300                                               1000                                              0.016666666666666666                              2.1503330491401513                                11.392332602130892
25                                                2.5                                               300                                               1000                                              0.019999999999999997                              2.181985538978583                                 9.944710788044635
25                                                2.5                                               300                                               1000                                              0.02333333333333333                               2.1723442470043817                                10.340902461034872
25                                                2.5                                               300                                               1000                                              0.026666666666666665                              2.1345380900339355                                12.306114384771048
25                                                2.5                                               300                                               1000                                              0.03                                              2.1205515064838383                                13.261248353202426
25                                                2.5                                               300                                               1000                                              0.03333333333333333                               2.150332919541548                                 11.39233949205578
25                                                2.5                                               300                                               1000                                              0.03666666666666667                               2.181985579754037                                 9.944709183767744
25                                                2.5                                               300                                               1000                                              0.039999999999999994                              2.1723442493173954                                10.340902361760344
25                                                2.5                                               300                                               1000                                              0.04333333333333333                               2.1345380902014464                                12.306114374225308
25                                                2.5                                               300                                               1000                                              0.04666666666666666                               2.1205515064939586                                13.26124835245276
25                                                2.5                                               300                                               1000                                              0.049999999999999996                              2.1503329195421528                                11.392339492023625
25                                                2.5                                               300                                               1000                                              0.051666666666666666                              2.2163361333695306                                8.7543689459673
25                                                2.5                                               300                                               1000                                              0.05333333333333334                               2.330781889037239                                 6.342727662848021
25                                                2.5                                               300                                               1000                                              0.055                                             2.3853454341774754                                5.651986332413362
25                                                2.5                                               300                                               1000                                              0.05666666666666667                               2.3546756133880358                                6.0165435046388405
25                                                2.5                                               300                                               1000                                              0.058333333333333334                              2.2505222204799686                                7.833426318079173
25                                                2.5                                               300                                               1000                                              0.06                                              2.1228329339020084                                13.094555413408667
25                                                2.5                                               300                                               1000                                              0.06166666666666667                               1.9610176805617063                                31.278469343830864
25                                                2.5                                               300                                               1000                                              0.06333333333333334                               1.770015820579698                                 78.18784534772284
25                                                2.5                                               300                                               1000                                              0.065                                             1.7018798344111965                                108.76461363599726
25                                                2.5                                               300                                               1000                                              0.06666666666666667                               1.8407200065239946                                58.058243611464896
25                                                2.5                                               300                                               1000                                              0.06833333333333333                               2.0765622466823244                                16.583876593070503
25                                                2.5                                               300                                               1000                                              0.07                                              2.2701548625947163                                7.397131014311861
25                                                2.5                                               300                                               1000                                              0.07166666666666667                               2.3935905263446817                                5.562844610401065
25                                                2.5                                               300                                               1000                                              0.07333333333333333                               2.393112375961143                                 5.567920710058466
25                                                2.5                                               300                                               1000                                              0.075                                             2.2915892234782693                                6.9802808337538576
25                                                2.5                                               300                                               1000                                              0.07666666666666666                               2.146265573621202                                 11.6131837896122
25                                                2.5                                               300                                               1000                                              0.07833333333333334                               1.9814894018784346                                28.23957202229189
25                                                2.5                                               300                                               1000                                              0.08                                              1.7886504983366933                                72.8578245259302
25                                                2.5                                               300                                               1000                                              0.08166666666666667                               1.6980411627242575                                110.63847712541684
25                                                2.5                                               300                                               1000                                              0.08333333333333334                               1.8279127924160352                                61.296942831566
25                                                2.5                                               300                                               1000                                              0.08499999999999999                               2.0692314425165117                                17.158983688774192
25                                                2.5                                               300                                               1500                                              0                                                 0.2030486695785075                                1199.9992691505195
25                                                2.5                                               300                                               1500                                              0.003333333333333333                              2.1968357617730496                                9.396387593715307
25                                                2.5                                               300                                               1500                                              0.006666666666666666                              2.1852804698015516                                9.816933031214374
25                                                2.5                                               300                                               1500                                              0.009999999999999998                              2.1309746985353692                                12.535004374595795
25                                                2.5                                               300                                               1500                                              0.013333333333333332                              2.107612708327966                                 14.301195018069611
25                                                2.5                                               300                                               1500                                              0.016666666666666666                              2.146596220353664                                 11.594879706158444
25                                                2.5                                               300                                               1500                                              0.019999999999999997                              2.193146994420776                                 9.526194053893976
25                                                2.5                                               300                                               1500                                              0.02333333333333333                               2.1821662071050563                                9.937608211865886
25                                                2.5                                               300                                               1500                                              0.026666666666666665                              2.130228810927898                                 12.584096904490806
25                                                2.5                                               300                                               1500                                              0.03                                              2.1075125559646515                                14.309934994021297
25                                                2.5                                               300                                               1500                                              0.03333333333333333                               2.1465831700572235                                11.595600949522273
25                                                2.5                                               300                                               1500                                              0.03666666666666667                               2.193146383121415                                 9.526215899215956
25                                                2.5                                               300                                               1500                                              0.039999999999999994                              2.182166138729863                                 9.937610897747158
25                                                2.5                                               300                                               1500                                              0.04333333333333333                               2.130228803726966                                 12.584097380461639
25                                                2.5                                               300                                               1500                                              0.04666666666666666                               2.1075125549970686                                14.30993507851478
25                                                2.5                                               300                                               1500                                              0.049999999999999996                              2.146583169933264                                 11.595600956373536
25                                                2.5                                               300                                               1500                                              0.051666666666666666                              2.198528278161153                                 9.33814712028485
25                                                2.5                                               300                                               1500                                              0.05333333333333334                               2.302353502738672                                 6.790707278396928
25                                                2.5                                               300                                               1500                                              0.055                                             2.3813920242262707                                5.695975679483653
25                                                2.5                                               300                                               1500                                              0.05666666666666667                               2.3848087481075897                                5.657909597974503
25                                                2.5                                               300                                               1500                                              0.058333333333333334                              2.307702570577436                                 6.700766964016465
25                                                2.5                                               300                                               1500                                              0.06                                              2.194465793900597                                 9.479325763925303
25                                                2.5                                               300                                               1500                                              0.06166666666666667                               2.062287152013171                                 17.745979111959297
25                                                2.5                                               300                                               1500                                              0.06333333333333334                               1.9168092947917128                                41.168154271028435
25                                                2.5                                               300                                               1500                                              0.065                                             1.8519422848841194                                55.52110444462556
25                                                2.5                                               300                                               1500                                              0.06666666666666667                               1.9132593641640459                                42.26810338766521
25                                                2.5                                               300                                               1500                                              0.06833333333333333                               2.0591037205962506                                18.030124321120383
25                                                2.5                                               300                                               1500                                              0.07                                              2.2090921672170776                                8.982333042953975
25                                                2.5                                               300                                               1500                                              0.07166666666666667                               2.3166179946074545                                6.556913500117739
25                                                2.5                                               300                                               1500                                              0.07333333333333333                               2.341806491086267                                 6.187108634899246
25                                                2.5                                               300                                               1500                                              0.075                                             2.2797585922515706                                7.203390106200906
25                                                2.5                                               300                                               1500                                              0.07666666666666666                               2.1776187718094238                                10.119894812068079
25                                                2.5                                               300                                               1500                                              0.07833333333333334                               2.0498026412372647                                18.920660579589725
25                                                2.5                                               300                                               1500                                              0.08                                              1.905290258817978                                 44.98242646399219
25                                                2.5                                               300                                               1500                                              0.08166666666666667                               1.8393253153292606                                58.39213596765326
25                                                2.5                                               300                                               1500                                              0.08333333333333334                               1.904808767045528                                 45.15841697654518
25                                                2.5                                               300                                               1500                                              0.08499999999999999                               2.0591814355785956                                18.02306873840364
25                                                2.5                                               300                                               200                                               0                                                 0.07142495705188256                               1199.99926915052
25                                                2.5                                               300                                               200                                               0.003333333333333333                              2.158824632300164                                 10.959740558780002
25                                                2.5                                               300                                               200                                               0.006666666666666666                              2.1563062949624436                                11.084218230238065
25                                                2.5                                               300                                               200                                               0.009999999999999998                              2.1480574565617294                                11.51474058017986
25                                                2.5                                               300                                               200                                               0.013333333333333332                              2.145481035236789                                 11.656869491315296
25                                                2.5                                               300                                               200                                               0.016666666666666666                              2.152157897771946                                 11.296217262894482
25                                                2.5                                               300                                               200                                               0.019999999999999997                              2.158820355792307                                 10.959949326933538
25                                                2.5                                               300                                               200                                               0.02333333333333333                               2.156300503818251                                 11.084508075470017
25                                                2.5                                               300                                               200                                               0.026666666666666665                              2.1480574441036797                                11.514741258237544
25                                                2.5                                               300                                               200                                               0.03                                              2.1454810352101745                                11.656869492803382
25                                                2.5                                               300                                               200                                               0.03333333333333333                               2.1521578977718834                                11.29621726289775
25                                                2.5                                               300                                               200                                               0.03666666666666667                               2.158820355792336                                 10.959949326932128
25                                                2.5                                               300                                               200                                               0.039999999999999994                              2.15630050381825                                  11.084508075470065
25                                                2.5                                               300                                               200                                               0.04333333333333333                               2.1480574441036797                                11.514741258237544
25                                                2.5                                               300                                               200                                               0.04666666666666666                               2.1454810352101763                                11.656869492803288
25                                                2.5                                               300                                               200                                               0.049999999999999996                              2.152157897771884                                 11.296217262897725
25                                                2.5                                               300                                               200                                               0.051666666666666666                              2.1930655319930965                                9.529106176217807
25                                                2.5                                               300                                               200                                               0.05333333333333334                               2.2192731867267033                                8.665609434172485
25                                                2.5                                               300                                               200                                               0.055                                             2.220168934120641                                 8.638942446373212
25                                                2.5                                               300                                               200                                               0.05666666666666667                               2.1957950399495605                                9.432606718165685
25                                                2.5                                               300                                               200                                               0.058333333333333334                              2.1541033419813638                                11.195695004784596
25                                                2.5                                               300                                               200                                               0.06                                              2.1101432541645937                                14.084118186132383
25                                                2.5                                               300                                               200                                               0.06166666666666667                               2.0726981343741784                                16.8816201858399
25                                                2.5                                               300                                               200                                               0.06333333333333334                               2.0702874122810218                                17.073438058646634
25                                                2.5                                               300                                               200                                               0.065                                             2.1059844206554725                                14.444733069795818
25                                                2.5                                               300                                               200                                               0.06666666666666667                               2.149620210390699                                 11.430368770072578
25                                                2.5                                               300                                               200                                               0.06833333333333333                               2.192867064483926                                 9.536209366909752
25                                                2.5                                               300                                               200                                               0.07                                              2.219100932151514                                 8.670758929536815
25                                                2.5                                               300                                               200                                               0.07166666666666667                               2.220162065714178                                 8.639146217289625
25                                                2.5                                               300                                               200                                               0.07333333333333333                               2.1957947591349387                                9.432616533387199
25                                                2.5                                               300                                               200                                               0.075                                             2.154103330133678                                 11.195695610966036
25                                                2.5                                               300                                               200                                               0.07666666666666666                               2.1102893697611456                                14.071800702720651
25                                                2.5                                               300                                               200                                               0.07833333333333334                               2.0723553394672876                                16.90860562635142
25                                                2.5                                               300                                               200                                               0.08                                              2.0691429102931096                                17.166198766691405
25                                                2.5                                               300                                               200                                               0.08166666666666667                               2.1050252797076254                                14.530746732535329
25                                                2.5                                               300                                               200                                               0.08333333333333334                               2.149549344719859                                 11.434165340687585
25                                                2.5                                               300                                               200                                               0.08499999999999999                               2.192883910833208                                 9.53560597156598
25                                                2.5                                               350                                               500                                               0                                                 0.11134322900216087                               1199.9992691505197
25                                                2.5                                               350                                               500                                               0.003333333333333333                              2.2286544013754037                                8.395236550566263
25                                                2.5                                               350                                               500                                               0.006666666666666666                              2.2230141882910455                                8.555454841676225
25                                                2.5                                               350                                               500                                               0.009999999999999998                              2.203898613431771                                 9.154200747420816
25                                                2.5                                               350                                               500                                               0.013333333333333332                              2.1976905607590327                                9.366871737425365
25                                                2.5                                               350                                               500                                               0.016666666666666666                              2.213081427240137                                 8.855160830417338
25                                                2.5                                               350                                               500                                               0.019999999999999997                              2.228580275256946                                 8.39729812141048
25                                                2.5                                               350                                               500                                               0.02333333333333333                               2.222939645768544                                 8.55761883404792
25                                                2.5                                               350                                               500                                               0.026666666666666665                              2.2038976694226133                                9.154232659937335
25                                                2.5                                               350                                               500                                               0.03                                              2.197690548282863                                 9.366872166702136
