Time;Corrente
0.118966667;5.112060841
0.119;4.586044571
0.119033333;4.055525775
0.119066667;3.520727559
0.1191;2.982052603
0.119133333;2.440055689
0.119166667;1.893452404
0.1192;1.329176929
0.119233333;0.752491174
0.119266667;0.165405288
0.1193;-0.4321058
0.119333333;-1.03461514
0.119366667;-1.639498855
0.1194;-2.24494153
0.119433333;-2.857097156
0.119466667;-3.4759751
0.1195;-4.099461978
0.119533333;-4.726691813
0.119566667;-5.357649863
0.1196;-5.991297117
0.119633333;-6.627216981
0.119666667;-7.265959148
0.1197;-7.906578412
0.119733333;-8.551044588
0.119766667;-9.201511167
0.1198;-9.854620982
0.119833333;-10.50035756
0.119866667;-11.12984152
0.1199;-11.77322806
0.119933333;-12.43369485
0.119966667;-13.07041995
0.12;-13.70158964
0.120033333;-14.33564185
0.120066667;-14.96923063
0.1201;-15.60302842
0.120133333;-16.23537341
0.120166667;-16.8652903
0.1202;-17.49377094
0.120233333;-18.12097947
0.120266667;-18.74794824
0.1203;-19.37014292
0.120333333;-19.98834878
0.120366667;-20.59866222
0.1204;-21.21147885
0.120433333;-21.81690741
0.120466667;-22.41809633
0.1205;-23.01193667
0.120533333;-23.59818346
0.120566667;-24.17936119
0.1206;-24.75643027
0.120633333;-25.32943786
0.120666667;-25.89719419
0.1207;-26.45924462
0.120733333;-27.01784562
0.120766667;-27.57133003
0.1208;-28.11979631
0.120833333;-28.66200186
0.120866667;-29.19636105
0.1209;-29.72447429
0.120933333;-30.24914194
0.120966667;-30.76303275
0.121;-31.26749812
0.121033333;-31.76009543
0.121066667;-32.24499668
0.1211;-32.72348789
0.121133333;-33.19610578
0.121166667;-33.66171019
0.1212;-34.11969264
0.121233333;-34.57261643
0.121266667;-35.01881906
0.1213;-35.45766603
0.121333333;-35.88843584
0.121366667;-36.31068336
0.1214;-36.72547896
0.121433333;-37.13220551
0.121466667;-37.5308992
0.1215;-37.92428581
0.121533333;-38.30171664
0.121566667;-38.66980403
0.1216;-39.02987057
0.121633333;-39.38166279
0.121666667;-39.72167195
0.1217;-40.05317464
0.121733333;-40.37682255
0.121766667;-40.69231797
0.1218;-40.99943282
0.121833333;-41.29758399
0.121866667;-41.58655617
0.1219;-41.86681702
0.121933333;-42.13827917
0.121966667;-42.40378148
0.122;-42.66139479
0.122033333;-42.91053907
0.122066667;-43.15081216
0.1221;-43.38374543
0.122133333;-43.60427645
0.122166667;-43.81499866
0.1222;-44.01865451
0.122233333;-44.21395544
0.122266667;-44.40315901
0.1223;-44.58252843
0.122333333;-44.74110703
0.122366667;-44.89956364
0.1224;-45.05388299
0.122433333;-45.18533233
0.122466667;-45.30720447
0.1225;-45.42167861
0.122533333;-45.52892363
0.122566667;-45.62804776
0.1226;-45.71834206
0.122633333;-45.7997103
0.122666667;-45.87185871
0.1227;-45.93516597
0.122733333;-45.99253069
0.122766667;-46.04192705
0.1228;-46.08289861
0.122833333;-46.1147827
0.122866667;-46.13757326
0.1229;-46.15216985
0.122933333;-46.15816878
0.122966667;-46.155969
0.123;-46.14444515
0.123033333;-46.12173977
0.123066667;-46.09093787
0.1231;-46.05467748
0.123133333;-46.00818014
0.123166667;-45.95037909
0.1232;-45.88200133
0.123233333;-45.80308131
0.123266667;-45.71738117
0.1233;-45.62599934
0.123333333;-45.52983739
0.123366667;-45.4246332
0.1234;-45.30776674
0.123433333;-45.18753187
0.123466667;-45.05845392
0.1235;-44.91693779
0.123533333;-44.76479902
0.123566667;-44.60346788
0.1236;-44.43467986
0.123633333;-44.25920424
0.123666667;-44.07708489
0.1237;-43.88711699
0.123733333;-43.68903984
0.123766667;-43.48614972
0.1238;-43.27681753
0.123833333;-43.06028572
0.123866667;-42.83640576
0.1239;-42.60507403
0.123933333;-42.36709318
0.123966667;-42.1230378
0.124;-41.8686172
0.124033333;-41.60694681
0.124066667;-41.34249578
0.1241;-41.07320446
0.124133333;-40.78901213
0.124166667;-40.49902655
0.1242;-40.2039747
0.124233333;-39.90025073
0.124266667;-39.58701802
0.1243;-39.26712112
0.124333333;-38.94184958
0.124366667;-38.61122831
0.1244;-38.27517467
0.124433333;-37.93330953
0.124466667;-37.58529011
0.1245;-37.23334651
0.124533333;-36.87659674
0.124566667;-36.51480171
0.1246;-36.1476522
0.124633333;-35.77440251
0.124666667;-35.39492327
0.1247;-35.0117033
0.124733333;-34.62491227
0.124766667;-34.23192377
0.1248;-33.82916945
0.124833333;-33.421218
0.124866667;-33.00818571
0.1249;-32.59088111
0.124933333;-32.16875333
0.124966667;-31.7414494
0.125;-31.30994442
0.125033333;-30.87476296
0.125066667;-30.43742671
0.1251;-29.99682018
0.125133333;-29.55300545
0.125166667;-29.10678903
0.1252;-28.65216751
0.125233333;-28.19410209
0.125266667;-27.73252758
0.1253;-27.26790743
0.125333333;-26.79922052
0.125366667;-26.32680529
0.1254;-25.85140077
0.125433333;-25.37357111
0.125466667;-24.89480752
0.1255;-24.41374781
0.125533333;-23.93076758
0.125566667;-23.44592867
0.1256;-22.95918957
0.125633333;-22.47152351
0.125666667;-21.97791291
0.1257;-21.47685102
0.125733333;-20.98237349
0.125766667;-20.49272713
0.1258;-19.99118744
0.125833333;-19.48642507
0.125866667;-18.97809712
0.1259;-18.47143875
0.125933333;-17.96528475
0.125966667;-17.46019383
0.126;-16.95528365
0.126033333;-16.45014146
0.126066667;-15.94869503
0.1261;-15.440669
0.126133333;-14.93015847
0.126166667;-14.42029598
0.1262;-13.91176396
0.126233333;-13.4023005
0.126266667;-12.89010583
0.1263;-12.37895328
0.126333333;-11.86935868
0.126366667;-11.36086876
0.1264;-10.85330953
0.126433333;-10.34735067
0.126466667;-9.842598965
0.1265;-9.339576952
0.126533333;-8.838459271
0.126566667;-8.337401929
0.1266;-7.836542008
0.126633333;-7.337156448
0.126666667;-6.838449168
0.1267;-6.341430013
0.126733333;-5.847336965
0.126766667;-5.355797357
0.1268;-4.867461489
0.126833333;-4.382366582
0.126866667;-3.900010392
0.1269;-3.419960828
0.126933333;-2.941972189
0.126966667;-2.467086671
0.127;-1.995943982
0.127033333;-1.528298055
0.127066667;-1.064074742
0.1271;-0.602939027
0.127133333;-0.146645036
0.127166667;0.304721409
0.1272;0.750973403
0.127233333;1.192421213
0.127266667;1.628427372
0.1273;2.055687971
0.127333333;2.473236984
0.127366667;2.887956165
0.1274;3.300654331
0.127433333;3.712011662
0.127466667;4.122462401
0.1275;4.530964229
0.127533333;4.936607411
0.127566667;5.338506887
0.1276;5.737786058
0.127633333;6.136402745
0.127666667;6.532252593
0.1277;6.924906769
0.127733333;7.314586747
0.127766667;7.701378227
0.1278;8.085107342
0.127833333;8.465564221
0.127866667;8.842753329
0.1279;9.216714401
0.127933333;9.587225329
