% Model:              Topologia D.mph
% Version:            COMSOL 6.3.0.420
% Date:               Jul 24 2026, 22:41
% Table:              Table 2 - Global Evaluation 2
% H (cm)                                          W (cm)                                            N_DC                                              N_AC                                              Time (s)                                          Corrente de curto (A)                             Queda de tensao (V)
20                                                1.25                                              300                                               1000                                              0                                                 -7.981847130271876E-6                             0.006568214679040605
20                                                1.25                                              300                                               1000                                              0.0010416666666666667                             -2.316654604837248                                9.917053665498937
20                                                1.25                                              300                                               1000                                              0.0020833333333333333                             -4.634015231770627                                9.296013113026046
20                                                1.25                                              300                                               1000                                              0.003125                                          -6.221582986432586                                7.905288683912093
20                                                1.25                                              300                                               1000                                              0.004166666666666667                              -6.874985652884322                                4.98048683812131
20                                                1.25                                              300                                               1000                                              0.005208333333333333                              -6.483253738632374                                1.258851578037574
20                                                1.25                                              300                                               1000                                              0.00625                                           -5.156470364904549                                -4.057602512853444
20                                                1.25                                              300                                               1000                                              0.007291666666666667                              -3.000732640452015                                -7.733785854830761
20                                                1.25                                              300                                               1000                                              0.008333333333333333                              -0.3691718392332361                               -9.751455440120626
20                                                1.25                                              300                                               1000                                              0.009375                                          2.3087624059288165                                -10.176773946650528
20                                                1.25                                              300                                               1000                                              0.010416666666666666                              4.6172410241178605                                -9.722077987406177
20                                                1.25                                              300                                               1000                                              0.011458333333333333                              6.219624317325353                                 -7.9550388792357545
20                                                1.25                                              300                                               1000                                              0.0125                                            6.874756945528897                                 -4.98629600494912
20                                                1.25                                              300                                               1000                                              0.013541666666666667                              6.541943153360322                                 0.14860431177428798
20                                                1.25                                              300                                               1000                                              0.014583333333333334                              5.173235756099544                                 4.4734528198930175
20                                                1.25                                              300                                               1000                                              0.015625                                          2.9982227467901432                                7.678826309614981
20                                                1.25                                              300                                               1000                                              0.016666666666666666                              0.36774824198222617                               9.714219746146922
20                                                1.25                                              300                                               1000                                              0.017708333333333333                              -2.321956967375015                                9.754197747241527
20                                                1.25                                              300                                               1000                                              0.01875                                           -4.655722065574034                                8.74465953441938
