% Model:              refrencia.mph
% Version:            COMSOL 6.2.0.290
% Date:               Jun 24 2026, 16:55
% Table:              Table 2 - Global Evaluation 1
% H (cm)                                          W (cm)                                            N_DC                                              N_AC                                              Time (s)                                          Corrente de curto (A)                             Queda de tensao (V)
20.000                                            2.9000                                            350.00                                            1400.0                                            0.033333                                          1.4426                                            36.642
20.000                                            2.9000                                            350.00                                            1400.0                                            0.034375                                          -1.1920                                           65.921
20.000                                            2.9000                                            350.00                                            1400.0                                            0.035417                                          -7.5937                                           109.09
20.000                                            2.9000                                            350.00                                            1400.0                                            0.036458                                          -15.923                                           128.38
20.000                                            2.9000                                            350.00                                            1400.0                                            0.037500                                          -24.401                                           122.05
20.000                                            2.9000                                            350.00                                            1400.0                                            0.038542                                          -30.430                                           94.163
20.000                                            2.9000                                            350.00                                            1400.0                                            0.039583                                          -32.753                                           49.750
20.000                                            2.9000                                            350.00                                            1400.0                                            0.040625                                          -30.799                                           -3.9097
20.000                                            2.9000                                            350.00                                            1400.0                                            0.041667                                          -24.758                                           -58.393
20.000                                            2.9000                                            350.00                                            1400.0                                            0.042708                                          -16.471                                           -107.58
20.000                                            2.9000                                            350.00                                            1400.0                                            0.043750                                          -6.2368                                           -141.71
20.000                                            2.9000                                            350.00                                            1400.0                                            0.044792                                          4.4700                                            -155.39
20.000                                            2.9000                                            350.00                                            1400.0                                            0.045833                                          13.814                                            -147.02
20.000                                            2.9000                                            350.00                                            1400.0                                            0.046875                                          19.810                                            -119.21
20.000                                            2.9000                                            350.00                                            1400.0                                            0.047917                                          22.741                                            -73.364
20.000                                            2.9000                                            350.00                                            1400.0                                            0.048958                                          22.754                                            -15.065
20.000                                            2.9000                                            350.00                                            1400.0                                            0.050000                                          20.705                                            48.833
20.000                                            2.9000                                            350.00                                            1400.0                                            0.051042                                          15.775                                            105.94
20.000                                            2.9000                                            350.00                                            1400.0                                            0.052083                                          7.4507                                            144.57
20.000                                            2.9000                                            350.00                                            1400.0                                            0.053125                                          -3.1493                                           158.51
20.000                                            2.9000                                            350.00                                            1400.0                                            0.054167                                          -13.971                                           146.65
20.000                                            2.9000                                            350.00                                            1400.0                                            0.055208                                          -21.911                                           114.26
20.000                                            2.9000                                            350.00                                            1400.0                                            0.056250                                          -25.870                                           65.985
20.000                                            2.9000                                            350.00                                            1400.0                                            0.057292                                          -25.278                                           9.1113
20.000                                            2.9000                                            350.00                                            1400.0                                            0.058333                                          -21.597                                           -50.939
20.000                                            2.9000                                            400.00                                            1400.0                                            0.0000                                            71.822                                            1824.3
20.000                                            2.9000                                            400.00                                            1400.0                                            0.0010417                                         40.611                                            1100.3
20.000                                            2.9000                                            400.00                                            1400.0                                            0.0020833                                         8.0215                                            330.75
20.000                                            2.9000                                            400.00                                            1400.0                                            0.0031250                                         -2.9993                                           89.751
20.000                                            2.9000                                            400.00                                            1400.0                                            0.0041667                                         -5.9042                                           29.639
20.000                                            2.9000                                            400.00                                            1400.0                                            0.0052083                                         -6.2168                                           8.0272
20.000                                            2.9000                                            400.00                                            1400.0                                            0.0062500                                         -5.3164                                           -8.0357
20.000                                            2.9000                                            400.00                                            1400.0                                            0.0072917                                         -3.5215                                           -20.715
20.000                                            2.9000                                            400.00                                            1400.0                                            0.0083333                                         -1.1666                                           -29.631
20.000                                            2.9000                                            400.00                                            1400.0                                            0.0093750                                         1.3702                                            -33.929
20.000                                            2.9000                                            400.00                                            1400.0                                            0.010417                                          3.6989                                            -33.048
20.000                                            2.9000                                            400.00                                            1400.0                                            0.011458                                          5.4677                                            -27.055
20.000                                            2.9000                                            400.00                                            1400.0                                            0.012500                                          6.4104                                            -16.782
20.000                                            2.9000                                            400.00                                            1400.0                                            0.013542                                          6.3836                                            -3.7904
20.000                                            2.9000                                            400.00                                            1400.0                                            0.014583                                          5.3870                                            9.8305
20.000                                            2.9000                                            400.00                                            1400.0                                            0.015625                                          3.5665                                            21.857
20.000                                            2.9000                                            400.00                                            1400.0                                            0.016667                                          1.2729                                            32.333
20.000                                            2.9000                                            400.00                                            1400.0                                            0.017708                                          -1.2936                                           35.875
20.000                                            2.9000                                            400.00                                            1400.0                                            0.018750                                          -3.7169                                           32.591
20.000                                            2.9000                                            400.00                                            1400.0                                            0.019792                                          -5.4953                                           26.352
20.000                                            2.9000                                            400.00                                            1400.0                                            0.020833                                          -6.4347                                           16.164
20.000                                            2.9000                                            400.00                                            1400.0                                            0.021875                                          -6.3911                                           3.5993
20.000                                            2.9000                                            400.00                                            1400.0                                            0.022917                                          -5.5110                                           -12.980
20.000                                            2.9000                                            400.00                                            1400.0                                            0.023958                                          -3.7338                                           -26.105
20.000                                            2.9000                                            400.00                                            1400.0                                            0.025000                                          -1.3403                                           -34.044
20.000                                            2.9000                                            400.00                                            1400.0                                            0.026042                                          1.2725                                            -36.410
20.000                                            2.9000                                            400.00                                            1400.0                                            0.027083                                          3.6938                                            -33.178
20.000                                            2.9000                                            400.00                                            1400.0                                            0.028125                                          5.4659                                            -27.098
20.000                                            2.9000                                            400.00                                            1400.0                                            0.029167                                          6.4098                                            -16.797
20.000                                            2.9000                                            400.00                                            1400.0                                            0.030208                                          6.3834                                            -3.7954
20.000                                            2.9000                                            400.00                                            1400.0                                            0.031250                                          5.5278                                            13.406
20.000                                            2.9000                                            400.00                                            1400.0                                            0.032292                                          3.7666                                            26.939
20.000                                            2.9000                                            400.00                                            1400.0                                            0.033333                                          1.3682                                            34.753
20.000                                            2.9000                                            400.00                                            1400.0                                            0.034375                                          -1.3705                                           65.499
20.000                                            2.9000                                            400.00                                            1400.0                                            0.035417                                          -7.9451                                           108.26
20.000                                            2.9000                                            400.00                                            1400.0                                            0.036458                                          -16.371                                           127.32
20.000                                            2.9000                                            400.00                                            1400.0                                            0.037500                                          -24.845                                           121.01
20.000                                            2.9000                                            400.00                                            1400.0                                            0.038542                                          -30.819                                           93.244
20.000                                            2.9000                                            400.00                                            1400.0                                            0.039583                                          -33.073                                           48.995
20.000                                            2.9000                                            400.00                                            1400.0                                            0.040625                                          -31.050                                           -4.5010
20.000                                            2.9000                                            400.00                                            1400.0                                            0.041667                                          -24.929                                           -58.796
20.000                                            2.9000                                            400.00                                            1400.0                                            0.042708                                          -15.588                                           -105.50
20.000                                            2.9000                                            400.00                                            1400.0                                            0.043750                                          -4.4673                                           -137.54
20.000                                            2.9000                                            400.00                                            1400.0                                            0.044792                                          6.6733                                            -150.19
20.000                                            2.9000                                            400.00                                            1400.0                                            0.045833                                          16.101                                            -141.63
20.000                                            2.9000                                            400.00                                            1400.0                                            0.046875                                          22.578                                            -112.68
20.000                                            2.9000                                            400.00                                            1400.0                                            0.047917                                          25.618                                            -66.579
20.000                                            2.9000                                            400.00                                            1400.0                                            0.048958                                          25.200                                            -9.2959
20.000                                            2.9000                                            400.00                                            1400.0                                            0.050000                                          22.309                                            52.617
20.000                                            2.9000                                            400.00                                            1400.0                                            0.051042                                          16.096                                            106.70
20.000                                            2.9000                                            400.00                                            1400.0                                            0.052083                                          6.7884                                            143.01
20.000                                            2.9000                                            400.00                                            1400.0                                            0.053125                                          -4.2949                                           155.80
20.000                                            2.9000                                            400.00                                            1400.0                                            0.054167                                          -15.189                                           143.78
20.000                                            2.9000                                            400.00                                            1400.0                                            0.055208                                          -22.991                                           111.71
20.000                                            2.9000                                            400.00                                            1400.0                                            0.056250                                          -26.770                                           63.862
20.000                                            2.9000                                            400.00                                            1400.0                                            0.057292                                          -25.997                                           7.4161
20.000                                            2.9000                                            400.00                                            1400.0                                            0.058333                                          -22.134                                           -52.204
20.000                                            3.2000                                            150.00                                            1400.0                                            0.0000                                            27.017                                            686.24
20.000                                            3.2000                                            150.00                                            1400.0                                            0.0010417                                         16.373                                            484.60
20.000                                            3.2000                                            150.00                                            1400.0                                            0.0020833                                         8.7486                                            349.22
20.000                                            3.2000                                            150.00                                            1400.0                                            0.0031250                                         3.1271                                            245.36
20.000                                            3.2000                                            150.00                                            1400.0                                            0.0041667                                         -0.81841                                          158.82
20.000                                            3.2000                                            150.00                                            1400.0                                            0.0052083                                         -3.2451                                           83.508
20.000                                            3.2000                                            150.00                                            1400.0                                            0.0062500                                         -4.2910                                           18.009
20.000                                            3.2000                                            150.00                                            1400.0                                            0.0072917                                         -4.1106                                           -35.677
