% Model:              refrencia.mph
% Version:            COMSOL 6.2.0.290
% Date:               Jun 23 2026, 16:03
% Table:              Table 2 - Global Evaluation 1
% H (cm)                                          W (cm)                                            N_DC                                              N_AC                                              Time (s)                                          Corrente de curto (A)                             Queda de tensao (V)
20.000                                            2.9000                                            350.00                                            1200.0                                            0.033333                                          1.0197                                            25.901
20.000                                            2.9000                                            350.00                                            1200.0                                            0.034375                                          -2.4199                                           63.024
20.000                                            2.9000                                            350.00                                            1200.0                                            0.035417                                          -10.708                                           101.74
20.000                                            2.9000                                            350.00                                            1200.0                                            0.036458                                          -21.122                                           116.12
20.000                                            2.9000                                            350.00                                            1200.0                                            0.037500                                          -31.042                                           106.39
20.000                                            2.9000                                            350.00                                            1200.0                                            0.038542                                          -37.449                                           77.606
20.000                                            2.9000                                            350.00                                            1200.0                                            0.039583                                          -38.969                                           35.090
20.000                                            2.9000                                            350.00                                            1200.0                                            0.040625                                          -35.143                                           -14.156
20.000                                            2.9000                                            350.00                                            1200.0                                            0.041667                                          -26.474                                           -62.441
20.000                                            2.9000                                            350.00                                            1200.0                                            0.042708                                          -15.322                                           -104.87
20.000                                            2.9000                                            350.00                                            1200.0                                            0.043750                                          -2.3196                                           -132.47
20.000                                            2.9000                                            350.00                                            1200.0                                            0.044792                                          10.489                                            -141.19
20.000                                            2.9000                                            350.00                                            1200.0                                            0.045833                                          20.804                                            -130.54
20.000                                            2.9000                                            350.00                                            1200.0                                            0.046875                                          26.844                                            -102.62
20.000                                            2.9000                                            350.00                                            1200.0                                            0.047917                                          29.346                                            -57.785
20.000                                            2.9000                                            350.00                                            1200.0                                            0.048958                                          28.516                                            -1.4754
20.000                                            2.9000                                            350.00                                            1200.0                                            0.050000                                          25.101                                            59.202
20.000                                            2.9000                                            350.00                                            1200.0                                            0.051042                                          17.923                                            111.00
20.000                                            2.9000                                            350.00                                            1200.0                                            0.052083                                          6.3362                                            141.94
20.000                                            2.9000                                            350.00                                            1200.0                                            0.053125                                          -7.7198                                           147.73
20.000                                            2.9000                                            350.00                                            1200.0                                            0.054167                                          -20.615                                           130.98
20.000                                            2.9000                                            350.00                                            1200.0                                            0.055208                                          -29.496                                           96.365
