% Model:              refrencia.mph
% Version:            COMSOL 6.2.0.290
% Date:               Jun 25 2026, 22:50
% Table:              Table 1 - Global Evaluation 1
% H (cm)                                          W (cm)                                            N_DC                                              N_AC                                              Time (s)                                          Corrente de curto (A)                             Queda de tensao (V)
30.000                                            1.4000                                            200.00                                            1500.0                                            0.0000                                            33.782                                            858.08
30.000                                            1.4000                                            200.00                                            1500.0                                            0.0010417                                         1.1674                                            98.384
30.000                                            1.4000                                            200.00                                            1500.0                                            0.0020833                                         -4.4873                                           13.023
30.000                                            1.4000                                            200.00                                            1500.0                                            0.0031250                                         -6.2249                                           7.8219
30.000                                            1.4000                                            200.00                                            1500.0                                            0.0041667                                         -6.8808                                           4.8331
30.000                                            1.4000                                            200.00                                            1500.0                                            0.0052083                                         -6.5036                                           0.74198
30.000                                            1.4000                                            200.00                                            1500.0                                            0.0062500                                         -5.1415                                           -3.5942
30.000                                            1.4000                                            200.00                                            1500.0                                            0.0072917                                         -3.0116                                           -7.7625
30.000                                            1.4000                                            200.00                                            1500.0                                            0.0083333                                         -0.44960                                          -11.420
30.000                                            1.4000                                            200.00                                            1500.0                                            0.0093750                                         2.1830                                            -13.285
30.000                                            1.4000                                            200.00                                            1500.0                                            0.010417                                          4.4793                                            -13.227
30.000                                            1.4000                                            200.00                                            1500.0                                            0.011458                                          6.1011                                            -10.966
30.000                                            1.4000                                            200.00                                            1500.0                                            0.012500                                          6.8167                                            -6.4621
30.000                                            1.4000                                            200.00                                            1500.0                                            0.013542                                          6.5163                                            -0.41912
30.000                                            1.4000                                            200.00                                            1500.0                                            0.014583                                          5.2193                                            5.5703
30.000                                            1.4000                                            200.00                                            1500.0                                            0.015625                                          3.1026                                            10.075
30.000                                            1.4000                                            200.00                                            1500.0                                            0.016667                                          0.51906                                           13.184
30.000                                            1.4000                                            200.00                                            1500.0                                            0.017708                                          -2.1898                                           13.111
30.000                                            1.4000                                            200.00                                            1500.0                                            0.018750                                          -4.5450                                           11.558
30.000                                            1.4000                                            200.00                                            1500.0                                            0.019792                                          -6.1941                                           8.6030
30.000                                            1.4000                                            200.00                                            1500.0                                            0.020833                                          -6.8768                                           4.9356
30.000                                            1.4000                                            200.00                                            1500.0                                            0.021875                                          -6.5675                                           -0.87978
30.000                                            1.4000                                            200.00                                            1500.0                                            0.022917                                          -5.2184                                           -5.5474
30.000                                            1.4000                                            200.00                                            1500.0                                            0.023958                                          -3.0804                                           -9.5104
30.000                                            1.4000                                            200.00                                            1500.0                                            0.025000                                          -0.50581                                          -12.847
30.000                                            1.4000                                            200.00                                            1500.0                                            0.026042                                          2.1569                                            -13.946
30.000                                            1.4000                                            200.00                                            1500.0                                            0.027083                                          4.4878                                            -13.009
